Keyword,AMZ Search Volume,Google Search Volume,Google CPC,Google Competition,Amazon_Search_URL,Product_count,Product_url
kendoku puzzle book,9557,0.0,0.00,Low,https://www.amazon.com/s?k=kendoku+puzzle+book&page=1,1000,https://www.amazon.com/s?k=kendoku+puzzle+book&page=1
comic book sleeves,9443,0.0,0.00,Low,https://www.amazon.com/s?k=comic+book+sleeves&page=1,645,https://www.amazon.com/s?k=comic+book+sleeves&page=1
caregiver log book,9427,0.0,0.00,Low,https://www.amazon.com/s?k=caregiver+log+book&page=1,690,https://www.amazon.com/s?k=caregiver+log+book&page=1
kdp prayer journal,9418,0.0,0.00,Low,https://www.amazon.com/s?k=kdp+prayer+journal&page=1,992,https://www.amazon.com/s?k=kdp+prayer+journal&page=1
a readers journal,9405,0.0,0.00,Low,https://www.amazon.com/s?k=a+readers+journal&page=1,60000,https://www.amazon.com/s?k=a+readers+journal&page=1
story book for kids,9580,0.0,0.00,Low,https://www.amazon.com/s?k=story+book+for+kids&page=1,90000,https://www.amazon.com/s?k=story+book+for+kids&page=1
catitude calendar,9398,0.0,0.00,Low,https://www.amazon.com/s?k=catitude+calendar&page=1,57,https://www.amazon.com/s?k=catitude+calendar&page=1
cute notebook for,9401,0.0,0.00,Low,https://www.amazon.com/s?k=cute+notebook+for&page=1,20000,https://www.amazon.com/s?k=cute+notebook+for&page=1
harp music sheets,9399,1600.0,1.03,High,https://www.amazon.com/s?k=harp+music+sheets&page=1,545,https://www.amazon.com/s?k=harp+music+sheets&page=1
caseworker planner,9435,0.0,0.00,Low,https://www.amazon.com/s?k=caseworker+planner&page=1,119,https://www.amazon.com/s?k=caseworker+planner&page=1
diet journal 2022,9379,0.0,0.00,Low,https://www.amazon.com/s?k=diet+journal+2022&page=1,886,https://www.amazon.com/s?k=diet+journal+2022&page=1
activity for kids,9379,0.0,0.00,Low,https://www.amazon.com/s?k=activity+for+kids&page=1,4000,https://www.amazon.com/s?k=activity+for+kids&page=1
visitor guest book,9449,0.0,0.00,Low,https://www.amazon.com/s?k=visitor+guest+book&page=1,2000,https://www.amazon.com/s?k=visitor+guest+book&page=1
log on to it book,9378,10.0,0.00,High,https://www.amazon.com/s?k=log+on+to+it+book&page=1,912,https://www.amazon.com/s?k=log+on+to+it+book&page=1
blogging log book,9239,0.0,0.00,Low,https://www.amazon.com/s?k=blogging+log+book&page=1,1000,https://www.amazon.com/s?k=blogging+log+book&page=1
back-to-school card,9580,0.0,0.00,Low,https://www.amazon.com/s?k=back-to-school+card&page=1,1000,https://www.amazon.com/s?k=back-to-school+card&page=1
hashi puzzle book,9234,20.0,0.20,High,https://www.amazon.com/s?k=hashi+puzzle+book&page=1,412,https://www.amazon.com/s?k=hashi+puzzle+book&page=1
maze puzzles book,9237,0.0,0.00,Low,https://www.amazon.com/s?k=maze+puzzles+book&page=1,5000,https://www.amazon.com/s?k=maze+puzzles+book&page=1
maze puzzle books,9378,0.0,0.00,Low,https://www.amazon.com/s?k=maze+puzzle+books&page=1,5000,https://www.amazon.com/s?k=maze+puzzle+books&page=1
my prayer journal,9392,260.0,0.88,High,https://www.amazon.com/s?k=my+prayer+journal&page=1,1000,https://www.amazon.com/s?k=my+prayer+journal&page=1
fundations journal,9427,70.0,0.41,High,https://www.amazon.com/s?k=fundations+journal&page=1,1000,https://www.amazon.com/s?k=fundations+journal&page=1
nerdcore calendar,9218,50.0,0.00,High,https://www.amazon.com/s?k=nerdcore+calendar&page=1,26,https://www.amazon.com/s?k=nerdcore+calendar&page=1
it coloring book,9143,50.0,0.35,High,https://www.amazon.com/s?k=it+coloring+book&page=1,30000,https://www.amazon.com/s?k=it+coloring+book&page=1
back to school n,9142,0.0,0.00,Low,https://www.amazon.com/s?k=back+to+school+n&page=1,10000,https://www.amazon.com/s?k=back+to+school+n&page=1
astrology log book,9583,0.0,0.00,Low,https://www.amazon.com/s?k=astrology+log+book&page=1,485,https://www.amazon.com/s?k=astrology+log+book&page=1
notebook computer,9200,1.4,"14,000.00",,https://www.amazon.com/s?k=notebook+computer&page=1,10000,https://www.amazon.com/s?k=notebook+computer&page=1
dot activity book,9226,0.0,0.00,Low,https://www.amazon.com/s?k=dot+activity+book&page=1,6000,https://www.amazon.com/s?k=dot+activity+book&page=1
pre diabetes book,9388,50.0,0.63,High,https://www.amazon.com/s?k=pre+diabetes+book&page=1,3000,https://www.amazon.com/s?k=pre+diabetes+book&page=1
activity book kids,9585,0.0,0.00,Low,https://www.amazon.com/s?k=activity+book+kids&page=1,60000,https://www.amazon.com/s?k=activity+book+kids&page=1
milelage log book,9215,0.0,0.00,Low,https://www.amazon.com/s?k=milelage+log+book&page=1,271,https://www.amazon.com/s?k=milelage+log+book&page=1
a gratitude journal,9563,90.0,1.81,High,https://www.amazon.com/s?k=a+gratitude+journal&page=1,10000,https://www.amazon.com/s?k=a+gratitude+journal&page=1
opm music sheets,9140,50.0,1.14,High,https://www.amazon.com/s?k=opm+music+sheets&page=1,16,https://www.amazon.com/s?k=opm+music+sheets&page=1
activity tracker,9121,18100.0,1.14,High,https://www.amazon.com/s?k=activity+tracker&page=1,1000,https://www.amazon.com/s?k=activity+tracker&page=1
cardology planner,9233,0.0,0.00,Low,https://www.amazon.com/s?k=cardology+planner&page=1,38,https://www.amazon.com/s?k=cardology+planner&page=1
breakups journal,9141,0.0,0.00,Low,https://www.amazon.com/s?k=breakups+journal&page=1,996,https://www.amazon.com/s?k=breakups+journal&page=1
my daily journals,9403,0.0,0.00,Low,https://www.amazon.com/s?k=my+daily+journals&page=1,3000,https://www.amazon.com/s?k=my+daily+journals&page=1
for toddlers 1-3,9139,0.0,0.00,Low,https://www.amazon.com/s?k=for+toddlers+1-3&page=1,4000,https://www.amazon.com/s?k=for+toddlers+1-3&page=1
old music sheets,9125,1900.0,0.28,High,https://www.amazon.com/s?k=old+music+sheets&page=1,20000,https://www.amazon.com/s?k=old+music+sheets&page=1
cockapoo calendar,9237,170.0,0.44,High,https://www.amazon.com/s?k=cockapoo+calendar&page=1,266,https://www.amazon.com/s?k=cockapoo+calendar&page=1
maze puzzle book,8983,210.0,0.37,High,https://www.amazon.com/s?k=maze+puzzle+book&page=1,5000,https://www.amazon.com/s?k=maze+puzzle+book&page=1
art sketch books,9113,1000.0,0.71,High,https://www.amazon.com/s?k=art+sketch+books&page=1,4000,https://www.amazon.com/s?k=art+sketch+books&page=1
blogging planner,8987,0.0,0.00,Low,https://www.amazon.com/s?k=blogging+planner&page=1,5000,https://www.amazon.com/s?k=blogging+planner&page=1
book journal log,9121,390.0,0.80,High,https://www.amazon.com/s?k=book+journal+log&page=1,30000,https://www.amazon.com/s?k=book+journal+log&page=1
mood tracker for,8984,0.0,0.00,Low,https://www.amazon.com/s?k=mood+tracker+for&page=1,2000,https://www.amazon.com/s?k=mood+tracker+for&page=1
seaside calendar,8982,90.0,0.38,High,https://www.amazon.com/s?k=seaside+calendar&page=1,587,https://www.amazon.com/s?k=seaside+calendar&page=1
millage log book,8976,0.0,0.00,Low,https://www.amazon.com/s?k=millage+log+book&page=1,249,https://www.amazon.com/s?k=millage+log+book&page=1
dotted notebook,9000,0.8,"17,000.00",,https://www.amazon.com/s?k=dotted+notebook&page=1,2000,https://www.amazon.com/s?k=dotted+notebook&page=1
a budget planner,8975,0.0,0.00,Low,https://www.amazon.com/s?k=a+budget+planner&page=1,8000,https://www.amazon.com/s?k=a+budget+planner&page=1
8x11 sketch book,8970,10.0,1.05,High,https://www.amazon.com/s?k=8x11+sketch+book&page=1,2000,https://www.amazon.com/s?k=8x11+sketch+book&page=1
mix puzzle books,9140,0.0,0.00,Low,https://www.amazon.com/s?k=mix+puzzle+books&page=1,1000,https://www.amazon.com/s?k=mix+puzzle+books&page=1
cat sketch books,9138,0.0,0.00,Low,https://www.amazon.com/s?k=cat+sketch+books&page=1,40000,https://www.amazon.com/s?k=cat+sketch+books&page=1
art sketch book,8811,0.0,0.00,Low,https://www.amazon.com/s?k=art+sketch+book&page=1,6000,https://www.amazon.com/s?k=art+sketch+book&page=1
breakup journal,8808,390.0,0.78,High,https://www.amazon.com/s?k=breakup+journal&page=1,937,https://www.amazon.com/s?k=breakup+journal&page=1
guest. heck book,9120,0.0,0.00,Low,https://www.amazon.com/s?k=guest.+heck+book&page=1,860,https://www.amazon.com/s?k=guest.+heck+book&page=1
comic book boxes,8955,2900.0,0.94,High,https://www.amazon.com/s?k=comic+book+boxes&page=1,232,https://www.amazon.com/s?k=comic+book+boxes&page=1
dateless calendar,9247,70.0,1.23,High,https://www.amazon.com/s?k=dateless+calendar&page=1,320,https://www.amazon.com/s?k=dateless+calendar&page=1
comic book frame,9139,0.0,0.00,Low,https://www.amazon.com/s?k=comic+book+frame&page=1,1000,https://www.amazon.com/s?k=comic+book+frame&page=1
fun sketch book,8818,10.0,0.00,High,https://www.amazon.com/s?k=fun+sketch+book&page=1,5000,https://www.amazon.com/s?k=fun+sketch+book&page=1
book keeping log,9141,0.0,0.00,Low,https://www.amazon.com/s?k=book+keeping+log&page=1,2000,https://www.amazon.com/s?k=book+keeping+log&page=1
600 sketch book,8806,0.0,0.00,Low,https://www.amazon.com/s?k=600+sketch+book&page=1,1000,https://www.amazon.com/s?k=600+sketch+book&page=1
trap spelling bee,9225,880.0,0,High,https://www.amazon.com/s?k=trap+spelling+bee&page=1,24,https://www.amazon.com/s?k=trap+spelling+bee&page=1
activity kids 8,8818,0.0,0.00,Low,https://www.amazon.com/s?k=activity+kids+8&page=1,100000,https://www.amazon.com/s?k=activity+kids+8&page=1
poop guest book,8801,880.0,0.31,High,https://www.amazon.com/s?k=poop+guest+book&page=1,160,https://www.amazon.com/s?k=poop+guest+book&page=1
6x9 sketch book,8797,10.0,0.05,High,https://www.amazon.com/s?k=6x9+sketch+book&page=1,1000,https://www.amazon.com/s?k=6x9+sketch+book&page=1
cat sketch book,8796,30.0,0.44,High,https://www.amazon.com/s?k=cat+sketch+book&page=1,3000,https://www.amazon.com/s?k=cat+sketch+book&page=1
my daily journal,8966,590.0,1.42,High,https://www.amazon.com/s?k=my+daily+journal&page=1,3000,https://www.amazon.com/s?k=my+daily+journal&page=1
100 sketch books,8957,0.0,0.00,Low,https://www.amazon.com/s?k=100+sketch+books&page=1,10000,https://www.amazon.com/s?k=100+sketch+books&page=1
dogmas calendar,8799,0.0,0.00,Low,https://www.amazon.com/s?k=dogmas+calendar&page=1,107,https://www.amazon.com/s?k=dogmas+calendar&page=1
my diet journal,8797,10.0,6.88,High,https://www.amazon.com/s?k=my+diet+journal&page=1,20000,https://www.amazon.com/s?k=my+diet+journal&page=1
wake guest book,8666,20.0,0.53,High,https://www.amazon.com/s?k=wake+guest+book&page=1,319,https://www.amazon.com/s?k=wake+guest+book&page=1
haha comic book,8792,30.0,0.03,High,https://www.amazon.com/s?k=haha+comic+book&page=1,225,https://www.amazon.com/s?k=haha+comic+book&page=1
annual calendar,8805,5400.0,1.10,High,https://www.amazon.com/s?k=annual+calendar&page=1,1000,https://www.amazon.com/s?k=annual+calendar&page=1
a cute notebook,8806,30.0,0.79,High,https://www.amazon.com/s?k=a+cute+notebook&page=1,20000,https://www.amazon.com/s?k=a+cute+notebook&page=1
gas mileage log,8658,90.0,0.87,High,https://www.amazon.com/s?k=gas+mileage+log&page=1,373,https://www.amazon.com/s?k=gas+mileage+log&page=1
activity for kid,8985,0.0,0.00,Low,https://www.amazon.com/s?k=activity+for+kid&page=1,70000,https://www.amazon.com/s?k=activity+for+kid&page=1
diy sketch book,8798,70.0,0.00,High,https://www.amazon.com/s?k=diy+sketch+book&page=1,2000,https://www.amazon.com/s?k=diy+sketch+book&page=1
8x10 sketch book,9118,10.0,0.81,High,https://www.amazon.com/s?k=8x10+sketch+book&page=1,3000,https://www.amazon.com/s?k=8x10+sketch+book&page=1
life guest book,8660,0.0,0.00,Low,https://www.amazon.com/s?k=life+guest+book&page=1,6000,https://www.amazon.com/s?k=life+guest+book&page=1
bee sketch book,8807,0.0,0.00,Low,https://www.amazon.com/s?k=bee+sketch+book&page=1,1000,https://www.amazon.com/s?k=bee+sketch+book&page=1
kid sketch book,8657,0.0,0.00,Low,https://www.amazon.com/s?k=kid+sketch+book&page=1,4000,https://www.amazon.com/s?k=kid+sketch+book&page=1
farm calendars,8388,0.0,0.00,Low,https://www.amazon.com/s?k=farm+calendars&page=1,1000,https://www.amazon.com/s?k=farm+calendars&page=1
fox sketch book,8661,10.0,0.00,High,https://www.amazon.com/s?k=fox+sketch+book&page=1,1000,https://www.amazon.com/s?k=fox+sketch+book&page=1
dot sketch book,8650,140.0,0.40,High,https://www.amazon.com/s?k=dot+sketch+book&page=1,2000,https://www.amazon.com/s?k=dot+sketch+book&page=1
polyend tracker,8805,9900.0,1.48,High,https://www.amazon.com/s?k=polyend+tracker&page=1,9,https://www.amazon.com/s?k=polyend+tracker&page=1
abc trace book,8374,0.0,0.00,Low,https://www.amazon.com/s?k=abc+trace+book&page=1,10000,https://www.amazon.com/s?k=abc+trace+book&page=1
no date planner,8647,110.0,0.94,High,https://www.amazon.com/s?k=no+date+planner&page=1,1000,https://www.amazon.com/s?k=no+date+planner&page=1
events calendar,8647,0.0,0.00,Low,https://www.amazon.com/s?k=events+calendar&page=1,7000,https://www.amazon.com/s?k=events+calendar&page=1
300 guest book,8366,0.0,0.00,Low,https://www.amazon.com/s?k=300+guest+book&page=1,160,https://www.amazon.com/s?k=300+guest+book&page=1
comic book box,8364,0.0,0.00,Low,https://www.amazon.com/s?k=comic+book+box&page=1,755,https://www.amazon.com/s?k=comic+book+box&page=1
dive log books,8363,4400.0,0.55,High,https://www.amazon.com/s?k=dive+log+books&page=1,541,https://www.amazon.com/s?k=dive+log+books&page=1
milage tracker,8362,480.0,9.43,High,https://www.amazon.com/s?k=milage+tracker&page=1,1000,https://www.amazon.com/s?k=milage+tracker&page=1
aethetic journal,8973,0.0,0.00,Low,https://www.amazon.com/s?k=aethetic+journal&page=1,5000,https://www.amazon.com/s?k=aethetic+journal&page=1
a coloring book,8663,210.0,0.63,High,https://www.amazon.com/s?k=a+coloring+book&page=1,80000,https://www.amazon.com/s?k=a+coloring+book&page=1
back to schools,8647,0.0,0.00,Low,https://www.amazon.com/s?k=back+to+schools&page=1,20000,https://www.amazon.com/s?k=back+to+schools&page=1
foiled journal,8216,140.0,0.48,High,https://www.amazon.com/s?k=foiled+journal&page=1,481,https://www.amazon.com/s?k=foiled+journal&page=1
mileage logbook,8653,170.0,1.68,High,https://www.amazon.com/s?k=mileage+logbook&page=1,124,https://www.amazon.com/s?k=mileage+logbook&page=1
fun journaling,8238,110.0,1.43,High,https://www.amazon.com/s?k=fun+journaling&page=1,4000,https://www.amazon.com/s?k=fun+journaling&page=1
pilot's logbook,8654,0.0,0.00,Low,https://www.amazon.com/s?k=pilot's+logbook&page=1,607,https://www.amazon.com/s?k=pilot's+logbook&page=1
cute notebooks,8242,0.0,0.00,Low,https://www.amazon.com/s?k=cute+notebooks&page=1,10000,https://www.amazon.com/s?k=cute+notebooks&page=1
fun guest book,8243,30.0,1.56,High,https://www.amazon.com/s?k=fun+guest+book&page=1,4000,https://www.amazon.com/s?k=fun+guest+book&page=1
coda comic book,8650,50.0,0.35,High,https://www.amazon.com/s?k=coda+comic+book&page=1,1000,https://www.amazon.com/s?k=coda+comic+book&page=1
lab notebook,8200,2.5,"8,500.00",,https://www.amazon.com/s?k=lab+notebook&page=1,3000,https://www.amazon.com/s?k=lab+notebook&page=1
mix puzzle book,8643,0.0,0.00,Low,https://www.amazon.com/s?k=mix+puzzle+book&page=1,1000,https://www.amazon.com/s?k=mix+puzzle+book&page=1
bird calendar,7906,480.0,0.60,High,https://www.amazon.com/s?k=bird+calendar&page=1,1000,https://www.amazon.com/s?k=bird+calendar&page=1
8x11 calendar,7915,170.0,2.07,High,https://www.amazon.com/s?k=8x11+calendar&page=1,3000,https://www.amazon.com/s?k=8x11+calendar&page=1
my sketch book,8244,140.0,0.52,High,https://www.amazon.com/s?k=my+sketch+book&page=1,7000,https://www.amazon.com/s?k=my+sketch+book&page=1
pilots logbook,8244,0.0,0.00,Low,https://www.amazon.com/s?k=pilots+logbook&page=1,551,https://www.amazon.com/s?k=pilots+logbook&page=1
owl sketch book,8792,10.0,0.00,High,https://www.amazon.com/s?k=owl+sketch+book&page=1,7000,https://www.amazon.com/s?k=owl+sketch+book&page=1
color pens for adult coloring books,8045,10.0,0.00,Low,https://www.amazon.com/s?k=color+pens+for+adult+coloring+books&page=1,3000,https://www.amazon.com/s?k=color+pens+for+adult+coloring+books&page=1
big sketch book,8795,320.0,0.59,High,https://www.amazon.com/s?k=big+sketch+book&page=1,2000,https://www.amazon.com/s?k=big+sketch+book&page=1
bloom planner,7919,2400.0,0.46,High,https://www.amazon.com/s?k=bloom+planner&page=1,640,https://www.amazon.com/s?k=bloom+planner&page=1
bill trackers,7783,0.0,0.00,Low,https://www.amazon.com/s?k=bill+trackers&page=1,2000,https://www.amazon.com/s?k=bill+trackers&page=1
farm calendar,7782,720.0,0.75,High,https://www.amazon.com/s?k=farm+calendar&page=1,700,https://www.amazon.com/s?k=farm+calendar&page=1
back-to-school,8377,0.0,0.00,Low,https://www.amazon.com/s?k=back-to-school&page=1,80000,https://www.amazon.com/s?k=back-to-school&page=1
activity kids,7784,0.0,0.00,Low,https://www.amazon.com/s?k=activity+kids&page=1,70000,https://www.amazon.com/s?k=activity+kids&page=1
monthy planner,8236,0.0,0.00,Low,https://www.amazon.com/s?k=monthy+planner&page=1,10000,https://www.amazon.com/s?k=monthy+planner&page=1
2020 calendar,7895,60500.0,0.14,High,https://www.amazon.com/s?k=2020+calendar&page=1,2000,https://www.amazon.com/s?k=2020+calendar&page=1
goal calendar,7897,880.0,1.71,High,https://www.amazon.com/s?k=goal+calendar&page=1,4000,https://www.amazon.com/s?k=goal+calendar&page=1
dog calendars,7780,0.0,0.00,Low,https://www.amazon.com/s?k=dog+calendars&page=1,30000,https://www.amazon.com/s?k=dog+calendars&page=1
cute notebook,7904,0.0,0.00,Low,https://www.amazon.com/s?k=cute+notebook&page=1,10000,https://www.amazon.com/s?k=cute+notebook&page=1
diet log book,7780,50.0,0.70,High,https://www.amazon.com/s?k=diet+log+book&page=1,582,https://www.amazon.com/s?k=diet+log+book&page=1
mile log book,7894,1300.0,1.61,High,https://www.amazon.com/s?k=mile+log+book&page=1,856,https://www.amazon.com/s?k=mile+log+book&page=1
cute journals,7902,0.0,0.00,Low,https://www.amazon.com/s?k=cute+journals&page=1,9000,https://www.amazon.com/s?k=cute+journals&page=1
diet journals,7776,0.0,0.00,Low,https://www.amazon.com/s?k=diet+journals&page=1,50000,https://www.amazon.com/s?k=diet+journals&page=1
an unwanted guest book,7939,140.0,0.73,High,https://www.amazon.com/s?k=an+unwanted+guest+book&page=1,1000,https://www.amazon.com/s?k=an+unwanted+guest+book&page=1
meal calendar,7765,1300.0,2.52,High,https://www.amazon.com/s?k=meal+calendar&page=1,2000,https://www.amazon.com/s?k=meal+calendar&page=1
goal trackers,7762,260.0,11.28,High,https://www.amazon.com/s?k=goal+trackers&page=1,2000,https://www.amazon.com/s?k=goal+trackers&page=1
kids activity,7908,0.0,0.00,Low,https://www.amazon.com/s?k=kids+activity&page=1,5000,https://www.amazon.com/s?k=kids+activity&page=1
my comic book,7762,210.0,0.55,High,https://www.amazon.com/s?k=my+comic+book&page=1,3000,https://www.amazon.com/s?k=my+comic+book&page=1
sail log book,7775,480.0,0.94,High,https://www.amazon.com/s?k=sail+log+book&page=1,449,https://www.amazon.com/s?k=sail+log+book&page=1
debt log book,7759,0.0,0.00,Low,https://www.amazon.com/s?k=debt+log+book&page=1,660,https://www.amazon.com/s?k=debt+log+book&page=1
blog log book,7776,0.0,0.00,Low,https://www.amazon.com/s?k=blog+log+book&page=1,259,https://www.amazon.com/s?k=blog+log+book&page=1
puns calendar,7770,0.0,0.00,Low,https://www.amazon.com/s?k=puns+calendar&page=1,356,https://www.amazon.com/s?k=puns+calendar&page=1
21 guest book,7904,30.0,0.91,High,https://www.amazon.com/s?k=21+guest+book&page=1,231,https://www.amazon.com/s?k=21+guest+book&page=1
meal log book,7765,10.0,0.82,High,https://www.amazon.com/s?k=meal+log+book&page=1,2000,https://www.amazon.com/s?k=meal+log+book&page=1
task tracker,7366,8100.0,20.76,High,https://www.amazon.com/s?k=task+tracker&page=1,1000,https://www.amazon.com/s?k=task+tracker&page=1
food journal,7371,12100.0,0.94,High,https://www.amazon.com/s?k=food+journal&page=1,3000,https://www.amazon.com/s?k=food+journal&page=1
stat trackers,7780,110.0,2.83,High,https://www.amazon.com/s?k=stat+trackers&page=1,476,https://www.amazon.com/s?k=stat+trackers&page=1
bus log book,7360,40.0,2.04,High,https://www.amazon.com/s?k=bus+log+book&page=1,512,https://www.amazon.com/s?k=bus+log+book&page=1
glam journal,7359,50.0,0.00,High,https://www.amazon.com/s?k=glam+journal&page=1,178,https://www.amazon.com/s?k=glam+journal&page=1
diet journal,7359,0.0,0.00,Low,https://www.amazon.com/s?k=diet+journal&page=1,1000,https://www.amazon.com/s?k=diet+journal&page=1
bill planners,7908,0.0,0.00,Low,https://www.amazon.com/s?k=bill+planners&page=1,10000,https://www.amazon.com/s?k=bill+planners&page=1
mood trackers,7776,0.0,0.00,Low,https://www.amazon.com/s?k=mood+trackers&page=1,2000,https://www.amazon.com/s?k=mood+trackers&page=1
rv guest book,7760,0.0,0.00,Low,https://www.amazon.com/s?k=rv+guest+book&page=1,160,https://www.amazon.com/s?k=rv+guest+book&page=1
meal planners,7769,0.0,0.00,Low,https://www.amazon.com/s?k=meal+planners&page=1,3000,https://www.amazon.com/s?k=meal+planners&page=1
care journal,7355,210.0,1.34,High,https://www.amazon.com/s?k=care+journal&page=1,20000,https://www.amazon.com/s?k=care+journal&page=1
mind planner,7358,140.0,2.16,High,https://www.amazon.com/s?k=mind+planner&page=1,20000,https://www.amazon.com/s?k=mind+planner&page=1
gem calendar,7349,320.0,0.46,High,https://www.amazon.com/s?k=gem+calendar&page=1,435,https://www.amazon.com/s?k=gem+calendar&page=1
draw journal,7354,0.0,0.00,Low,https://www.amazon.com/s?k=draw+journal&page=1,10000,https://www.amazon.com/s?k=draw+journal&page=1
goal tracker,7364,0.0,0.00,Low,https://www.amazon.com/s?k=goal+tracker&page=1,2000,https://www.amazon.com/s?k=goal+tracker&page=1
bug log book,7363,0.0,0.00,Low,https://www.amazon.com/s?k=bug+log+book&page=1,4000,https://www.amazon.com/s?k=bug+log+book&page=1
my puzzle book,8386,10.0,19.58,High,https://www.amazon.com/s?k=my+puzzle+book&page=1,2000,https://www.amazon.com/s?k=my+puzzle+book&page=1
med log book,7348,0.0,0.00,Low,https://www.amazon.com/s?k=med+log+book&page=1,807,https://www.amazon.com/s?k=med+log+book&page=1
nurikabe,7875,0.0,0,Low,https://www.amazon.com/s?k=nurikabe&page=1,1000,https://www.amazon.com/s?k=nurikabe&page=1
drug journal,7245,880.0,0.21,High,https://www.amazon.com/s?k=drug+journal&page=1,1000,https://www.amazon.com/s?k=drug+journal&page=1
bees journal,7243,390.0,1.03,High,https://www.amazon.com/s?k=bees+journal&page=1,2000,https://www.amazon.com/s?k=bees+journal&page=1
hour log book,7765,260.0,0.91,High,https://www.amazon.com/s?k=hour+log+book&page=1,1000,https://www.amazon.com/s?k=hour+log+book&page=1
men planners,7351,0.0,0.00,Low,https://www.amazon.com/s?k=men+planners&page=1,40000,https://www.amazon.com/s?k=men+planners&page=1
meal tracker,7355,1900.0,3.64,High,https://www.amazon.com/s?k=meal+tracker&page=1,1000,https://www.amazon.com/s?k=meal+tracker&page=1
gta calendar,7244,40.0,0.00,High,https://www.amazon.com/s?k=gta+calendar&page=1,65,https://www.amazon.com/s?k=gta+calendar&page=1
game journal,7236,1600.0,0.60,High,https://www.amazon.com/s?k=game+journal&page=1,60000,https://www.amazon.com/s?k=game+journal&page=1
diva journal,7245,20.0,0.00,High,https://www.amazon.com/s?k=diva+journal&page=1,2000,https://www.amazon.com/s?k=diva+journal&page=1
asmr journal,7236,880.0,0.45,High,https://www.amazon.com/s?k=asmr+journal&page=1,251,https://www.amazon.com/s?k=asmr+journal&page=1
cash log book,7759,90.0,0.80,High,https://www.amazon.com/s?k=cash+log+book&page=1,598,https://www.amazon.com/s?k=cash+log+book&page=1
carb tracker,7353,720.0,3.33,High,https://www.amazon.com/s?k=carb+tracker&page=1,10000,https://www.amazon.com/s?k=carb+tracker&page=1
ezra journal,7229,20.0,0.48,High,https://www.amazon.com/s?k=ezra+journal&page=1,329,https://www.amazon.com/s?k=ezra+journal&page=1
adhd journal,7243,1600.0,1.18,High,https://www.amazon.com/s?k=adhd+journal&page=1,1000,https://www.amazon.com/s?k=adhd+journal&page=1
art planners,7354,20.0,2.24,High,https://www.amazon.com/s?k=art+planners&page=1,50000,https://www.amazon.com/s?k=art+planners&page=1
dram journal,7227,0.0,0.00,Low,https://www.amazon.com/s?k=dram+journal&page=1,293,https://www.amazon.com/s?k=dram+journal&page=1
pill tracker,7225,1000.0,1.44,High,https://www.amazon.com/s?k=pill+tracker&page=1,398,https://www.amazon.com/s?k=pill+tracker&page=1
meal planner,7225,135000.0,13.55,High,https://www.amazon.com/s?k=meal+planner&page=1,3000,https://www.amazon.com/s?k=meal+planner&page=1
run log book,7220,0.0,0.00,Low,https://www.amazon.com/s?k=run+log+book&page=1,10000,https://www.amazon.com/s?k=run+log+book&page=1
dot activity,7228,390.0,0.49,High,https://www.amazon.com/s?k=dot+activity&page=1,8000,https://www.amazon.com/s?k=dot+activity&page=1
bill planner,7234,1300.0,2.70,High,https://www.amazon.com/s?k=bill+planner&page=1,3000,https://www.amazon.com/s?k=bill+planner&page=1
bill tracker,7362,5400.0,8.66,High,https://www.amazon.com/s?k=bill+tracker&page=1,1000,https://www.amazon.com/s?k=bill+tracker&page=1
sex tracker,6663,0.0,0.00,Low,https://www.amazon.com/s?k=sex+tracker&page=1,920,https://www.amazon.com/s?k=sex+tracker&page=1
pink journal,7355,2900.0,0.95,High,https://www.amazon.com/s?k=pink+journal&page=1,4000,https://www.amazon.com/s?k=pink+journal&page=1
for journal,6654,90.0,0.00,High,https://www.amazon.com/s?k=for+journal&page=1,70000,https://www.amazon.com/s?k=for+journal&page=1
art planner,6652,0.0,0.00,Low,https://www.amazon.com/s?k=art+planner&page=1,3000,https://www.amazon.com/s?k=art+planner&page=1
fun planners,7242,480.0,1.54,High,https://www.amazon.com/s?k=fun+planners&page=1,4000,https://www.amazon.com/s?k=fun+planners&page=1
pay planner,6663,14800.0,11.59,High,https://www.amazon.com/s?k=pay+planner&page=1,2000,https://www.amazon.com/s?k=pay+planner&page=1
emo journal,6661,90.0,0.25,High,https://www.amazon.com/s?k=emo+journal&page=1,121,https://www.amazon.com/s?k=emo+journal&page=1
aka planner,6654,40.0,0.71,High,https://www.amazon.com/s?k=aka+planner&page=1,257,https://www.amazon.com/s?k=aka+planner&page=1
6x9 planner,6651,40.0,1.28,High,https://www.amazon.com/s?k=6x9+planner&page=1,6000,https://www.amazon.com/s?k=6x9+planner&page=1
travelers notebook,7000,0.7,"10,000.00",,https://www.amazon.com/s?k=travelers+notebook&page=1,3000,https://www.amazon.com/s?k=travelers+notebook&page=1
nurs planner,7361,0.0,0.00,Low,https://www.amazon.com/s?k=nurs+planner&page=1,1000,https://www.amazon.com/s?k=nurs+planner&page=1
flow journal,7242,320.0,1.16,High,https://www.amazon.com/s?k=flow+journal&page=1,4000,https://www.amazon.com/s?k=flow+journal&page=1
traced book,6646,0.0,0.00,Low,https://www.amazon.com/s?k=traced+book&page=1,839,https://www.amazon.com/s?k=traced+book&page=1
med tracker,6647,1000.0,0.82,High,https://www.amazon.com/s?k=med+tracker&page=1,268,https://www.amazon.com/s?k=med+tracker&page=1
