Keyword,AMZ Search Volume,Google Search Volume,Google CPC,Google Competition,Amazon_Search_URL,Product_count,Product_url
dinosaurs for toddlers 1-3,3267,0.0,0.00,Low,https://www.amazon.com/s?k=dinosaurs+for+toddlers+1-3&page=1,4000,https://www.amazon.com/s?k=dinosaurs+for+toddlers+1-3&page=1
girls composition notebook,3268,0.0,0.00,Low,https://www.amazon.com/s?k=girls+composition+notebook&page=1,10000,https://www.amazon.com/s?k=girls+composition+notebook&page=1
the gratitude daily journal,3269,10.0,1.00,High,https://www.amazon.com/s?k=the+gratitude+daily+journal&page=1,50000,https://www.amazon.com/s?k=the+gratitude+daily+journal&page=1
music sheets blank notebook,3268,0.0,0.00,Low,https://www.amazon.com/s?k=music+sheets+blank+notebook&page=1,4000,https://www.amazon.com/s?k=music+sheets+blank+notebook&page=1
color adult coloring books,3270,0.0,0.00,Low,https://www.amazon.com/s?k=color+adult+coloring+books&page=1,30000,https://www.amazon.com/s?k=color+adult+coloring+books&page=1
bacon composition notebook,3266,0.0,0.00,Low,https://www.amazon.com/s?k=bacon+composition+notebook&page=1,1000,https://www.amazon.com/s?k=bacon+composition+notebook&page=1
outdoor activities for kids,3266,0.0,0.00,Low,https://www.amazon.com/s?k=outdoor+activities+for+kids&page=1,4000,https://www.amazon.com/s?k=outdoor+activities+for+kids&page=1
social activities for kids,3266,0.0,0.00,Low,https://www.amazon.com/s?k=social+activities+for+kids&page=1,40000,https://www.amazon.com/s?k=social+activities+for+kids&page=1
cute dotted bullet journals,3266,0.0,0.00,Low,https://www.amazon.com/s?k=cute+dotted+bullet+journals&page=1,504,https://www.amazon.com/s?k=cute+dotted+bullet+journals&page=1
indoor activities for kids ages 4-8,3266,0.0,0.00,Low,https://www.amazon.com/s?k=indoor+activities+for+kids+ages+4-8&page=1,4000,https://www.amazon.com/s?k=indoor+activities+for+kids+ages+4-8&page=1
daily thankfulness journal,3269,0.0,0.00,Low,https://www.amazon.com/s?k=daily+thankfulness+journal&page=1,599,https://www.amazon.com/s?k=daily+thankfulness+journal&page=1
boat toys for toddlers 1-3,3267,0.0,0.00,Low,https://www.amazon.com/s?k=boat+toys+for+toddlers+1-3&page=1,3000,https://www.amazon.com/s?k=boat+toys+for+toddlers+1-3&page=1
mileage & expenses log book,3266,0.0,0.00,Low,https://www.amazon.com/s?k=mileage+&+expenses+log+book&page=1,1000,https://www.amazon.com/s?k=mileage+&+expenses+log+book&page=1
kids practice writing book,3266,0.0,0,Low,https://www.amazon.com/s?k=kids+practice+writing+book&page=1,50000,https://www.amazon.com/s?k=kids+practice+writing+book&page=1
geology activities for kids,3271,0.0,0.00,Low,https://www.amazon.com/s?k=geology+activities+for+kids&page=1,608,https://www.amazon.com/s?k=geology+activities+for+kids&page=1
daily motivational journal,3265,70.0,2.26,High,https://www.amazon.com/s?k=daily+motivational+journal&page=1,2000,https://www.amazon.com/s?k=daily+motivational+journal&page=1
donuts composition notebook,3265,0.0,0.00,Low,https://www.amazon.com/s?k=donuts+composition+notebook&page=1,182,https://www.amazon.com/s?k=donuts+composition+notebook&page=1
success journal sunny pink a productivity goal planner,3265,0.0,0.00,Low,https://www.amazon.com/s?k=success+journal+sunny+pink+a+productivity+goal+planner&page=1,59,https://www.amazon.com/s?k=success+journal+sunny+pink+a+productivity+goal+planner&page=1
write a story book for kids,3271,0.0,0.00,Low,https://www.amazon.com/s?k=write+a+story+book+for+kids&page=1,50000,https://www.amazon.com/s?k=write+a+story+book+for+kids&page=1
blue composition notebooks,3265,0.0,0.00,Low,https://www.amazon.com/s?k=blue+composition+notebooks&page=1,5000,https://www.amazon.com/s?k=blue+composition+notebooks&page=1
panda composition notebook,3272,10.0,0.89,High,https://www.amazon.com/s?k=panda+composition+notebook&page=1,424,https://www.amazon.com/s?k=panda+composition+notebook&page=1
therapy activities for kids,3265,0.0,0.00,Low,https://www.amazon.com/s?k=therapy+activities+for+kids&page=1,6000,https://www.amazon.com/s?k=therapy+activities+for+kids&page=1
summer activities for kids ages 4-8,3266,0.0,0.00,Low,https://www.amazon.com/s?k=summer+activities+for+kids+ages+4-8&page=1,3000,https://www.amazon.com/s?k=summer+activities+for+kids+ages+4-8&page=1
alphabets for toddlers 1-3,3265,0.0,0.00,Low,https://www.amazon.com/s?k=alphabets+for+toddlers+1-3&page=1,8000,https://www.amazon.com/s?k=alphabets+for+toddlers+1-3&page=1
number writing practice kindergarten,3265,170.0,0,High,https://www.amazon.com/s?k=number+writing+practice+kindergarten&page=1,10000,https://www.amazon.com/s?k=number+writing+practice+kindergarten&page=1
quote composition notebook,3268,0.0,0.00,Low,https://www.amazon.com/s?k=quote+composition+notebook&page=1,1000,https://www.amazon.com/s?k=quote+composition+notebook&page=1
cute primary composition notebook k-2,3264,0.0,0.00,Low,https://www.amazon.com/s?k=cute+primary+composition+notebook+k-2&page=1,30000,https://www.amazon.com/s?k=cute+primary+composition+notebook+k-2&page=1
fairy activity book for kids ages 4-8,3265,0.0,0.00,Low,https://www.amazon.com/s?k=fairy+activity+book+for+kids+ages+4-8&page=1,10000,https://www.amazon.com/s?k=fairy+activity+book+for+kids+ages+4-8&page=1
gnome back to school shirt,3264,0.0,0.00,Low,https://www.amazon.com/s?k=gnome+back+to+school+shirt&page=1,5000,https://www.amazon.com/s?k=gnome+back+to+school+shirt&page=1
paper templates for tracing,3264,0.0,0.00,Low,https://www.amazon.com/s?k=paper+templates+for+tracing&page=1,2000,https://www.amazon.com/s?k=paper+templates+for+tracing&page=1
daily relationship journal,3265,0.0,0.00,Low,https://www.amazon.com/s?k=daily+relationship+journal&page=1,4000,https://www.amazon.com/s?k=daily+relationship+journal&page=1
plane ride activities for toddlers 1-3,3264,0.0,0.00,Low,https://www.amazon.com/s?k=plane+ride+activities+for+toddlers+1-3&page=1,882,https://www.amazon.com/s?k=plane+ride+activities+for+toddlers+1-3&page=1
8.5x11 composition notebook,3264,0.0,0.00,Low,https://www.amazon.com/s?k=8.5x11+composition+notebook&page=1,8000,https://www.amazon.com/s?k=8.5x11+composition+notebook&page=1
funky composition notebook,3266,0.0,0.00,Low,https://www.amazon.com/s?k=funky+composition+notebook&page=1,109,https://www.amazon.com/s?k=funky+composition+notebook&page=1
the nativity story for kids,3266,0.0,0.00,Low,https://www.amazon.com/s?k=the+nativity+story+for+kids&page=1,2000,https://www.amazon.com/s?k=the+nativity+story+for+kids&page=1
floral journal for women and girl gift floral pink,3265,0.0,0.00,Low,https://www.amazon.com/s?k=floral+journal+for+women+and+girl+gift+floral+pink&page=1,943,https://www.amazon.com/s?k=floral+journal+for+women+and+girl+gift+floral+pink&page=1
fasting and prayer journal,3264,30.0,0.53,High,https://www.amazon.com/s?k=fasting+and+prayer+journal&page=1,547,https://www.amazon.com/s?k=fasting+and+prayer+journal&page=1
caliber notebook 5x7 with pocket,3264,0.0,0.00,Low,https://www.amazon.com/s?k=caliber+notebook+5x7+with+pocket&page=1,135,https://www.amazon.com/s?k=caliber+notebook+5x7+with+pocket&page=1
cute marble composition notebook,3262,10.0,0.78,High,https://www.amazon.com/s?k=cute+marble+composition+notebook&page=1,1000,https://www.amazon.com/s?k=cute+marble+composition+notebook&page=1
mileage and gas log book for taxes for self employed,3263,0.0,0.00,Low,https://www.amazon.com/s?k=mileage+and+gas+log+book+for+taxes+for+self+employed&page=1,1000,https://www.amazon.com/s?k=mileage+and+gas+log+book+for+taxes+for+self+employed&page=1
church activity for kids ages 4-8,3262,0.0,0.00,Low,https://www.amazon.com/s?k=church+activity+for+kids+ages+4-8&page=1,2000,https://www.amazon.com/s?k=church+activity+for+kids+ages+4-8&page=1
mosaic color by number coloring book,3262,0.0,0.00,Low,https://www.amazon.com/s?k=mosaic+color+by+number+coloring+book&page=1,1000,https://www.amazon.com/s?k=mosaic+color+by+number+coloring+book&page=1
kids cursive writing practice book,3263,0.0,0,Low,https://www.amazon.com/s?k=kids+cursive+writing+practice+book&page=1,20000,https://www.amazon.com/s?k=kids+cursive+writing+practice+book&page=1
outside activities for toddlers 1-3,3263,0.0,0.00,Low,https://www.amazon.com/s?k=outside+activities+for+toddlers+1-3&page=1,4000,https://www.amazon.com/s?k=outside+activities+for+toddlers+1-3&page=1
5x7 notebooks spiral bound with pockets,3261,0.0,0.00,Low,https://www.amazon.com/s?k=5x7+notebooks+spiral+bound+with+pockets&page=1,1000,https://www.amazon.com/s?k=5x7+notebooks+spiral+bound+with+pockets&page=1
mileage journal and expense log book,3263,0.0,0.00,Low,https://www.amazon.com/s?k=mileage+journal+and+expense+log+book&page=1,397,https://www.amazon.com/s?k=mileage+journal+and+expense+log+book&page=1
the dot to dot activity book for kids ages 4 - 8,3262,0.0,0.00,Low,https://www.amazon.com/s?k=the+dot+to+dot+activity+book+for+kids+ages+4+-+8&page=1,2000,https://www.amazon.com/s?k=the+dot+to+dot+activity+book+for+kids+ages+4+-+8&page=1
blank composition notebook,3271,210.0,1.17,High,https://www.amazon.com/s?k=blank+composition+notebook&page=1,20000,https://www.amazon.com/s?k=blank+composition+notebook&page=1
indoor activity for toddlers age 1-3,3261,0.0,0.00,Low,https://www.amazon.com/s?k=indoor+activity+for+toddlers+age+1-3&page=1,4000,https://www.amazon.com/s?k=indoor+activity+for+toddlers+age+1-3&page=1
funny cryptograms puzzle books for adults,3261,0.0,0,Low,https://www.amazon.com/s?k=funny+cryptograms+puzzle+books+for+adults&page=1,1000,https://www.amazon.com/s?k=funny+cryptograms+puzzle+books+for+adults&page=1
nature activity books for kids ages 4-8,3261,0.0,0.00,Low,https://www.amazon.com/s?k=nature+activity+books+for+kids+ages+4-8&page=1,8000,https://www.amazon.com/s?k=nature+activity+books+for+kids+ages+4-8&page=1
cursive writing practice book for adults,3260,20.0,0,High,https://www.amazon.com/s?k=cursive+writing+practice+book+for+adults&page=1,7000,https://www.amazon.com/s?k=cursive+writing+practice+book+for+adults&page=1
mileage and fuel log book with receipt holder,3260,0.0,0.00,Low,https://www.amazon.com/s?k=mileage+and+fuel+log+book+with+receipt+holder&page=1,74,https://www.amazon.com/s?k=mileage+and+fuel+log+book+with+receipt+holder&page=1
space dot markers activity book for kids,3260,0.0,0.00,Low,https://www.amazon.com/s?k=space+dot+markers+activity+book+for+kids&page=1,434,https://www.amazon.com/s?k=space+dot+markers+activity+book+for+kids&page=1
mileage and expense log book for business,3262,0.0,0.00,Low,https://www.amazon.com/s?k=mileage+and+expense+log+book+for+business&page=1,536,https://www.amazon.com/s?k=mileage+and+expense+log+book+for+business&page=1
hand writing practice for adults,3263,0.0,0,Low,https://www.amazon.com/s?k=hand+writing+practice+for+adults&page=1,8000,https://www.amazon.com/s?k=hand+writing+practice+for+adults&page=1
cursive hand writing book for beginners,3265,0.0,0,Low,https://www.amazon.com/s?k=cursive+hand+writing+book+for+beginners&page=1,2000,https://www.amazon.com/s?k=cursive+hand+writing+book+for+beginners&page=1
bill tracker notebook monthly bills organize,3258,0.0,0,Low,https://www.amazon.com/s?k=bill+tracker+notebook+monthly+bills+organize&page=1,1000,https://www.amazon.com/s?k=bill+tracker+notebook+monthly+bills+organize&page=1
pixel color by number coloring book,3262,0.0,0.00,Low,https://www.amazon.com/s?k=pixel+color+by+number+coloring+book&page=1,2000,https://www.amazon.com/s?k=pixel+color+by+number+coloring+book&page=1
missing vowels word search puzzle books for adults,3259,0.0,0,Low,https://www.amazon.com/s?k=missing+vowels+word+search+puzzle+books+for+adults&page=1,244,https://www.amazon.com/s?k=missing+vowels+word+search+puzzle+books+for+adults&page=1
creepy kawaii pastel goth composition notebook,3259,0.0,0.00,Low,https://www.amazon.com/s?k=creepy+kawaii+pastel+goth+composition+notebook&page=1,450,https://www.amazon.com/s?k=creepy+kawaii+pastel+goth+composition+notebook&page=1
journal / notebook with calendar and pocket,3257,0.0,0.00,Low,https://www.amazon.com/s?k=journal+/+notebook+with+calendar+and+pocket&page=1,2000,https://www.amazon.com/s?k=journal+/+notebook+with+calendar+and+pocket&page=1
mothers journal for her children,3257,0.0,0.00,Low,https://www.amazon.com/s?k=mothers+journal+for+her+children&page=1,30000,https://www.amazon.com/s?k=mothers+journal+for+her+children&page=1
autumn activity book for kids ages 4-8,3259,0.0,0.00,Low,https://www.amazon.com/s?k=autumn+activity+book+for+kids+ages+4-8&page=1,1000,https://www.amazon.com/s?k=autumn+activity+book+for+kids+ages+4-8&page=1
career journal stencils for bullet journaling,3257,0.0,0.00,Low,https://www.amazon.com/s?k=career+journal+stencils+for+bullet+journaling&page=1,73,https://www.amazon.com/s?k=career+journal+stencils+for+bullet+journaling&page=1
mindfullness activities for kids,3263,0.0,0.00,Low,https://www.amazon.com/s?k=mindfullness+activities+for+kids&page=1,3000,https://www.amazon.com/s?k=mindfullness+activities+for+kids&page=1
cute composition notebook college rule,3257,0.0,0.00,Low,https://www.amazon.com/s?k=cute+composition+notebook+college+rule&page=1,6000,https://www.amazon.com/s?k=cute+composition+notebook+college+rule&page=1
multi subject notebook with pockets,3255,0.0,0.00,Low,https://www.amazon.com/s?k=multi+subject+notebook+with+pockets&page=1,595,https://www.amazon.com/s?k=multi+subject+notebook+with+pockets&page=1
fish composition notebook,3252,0.0,0.00,Low,https://www.amazon.com/s?k=fish+composition+notebook&page=1,579,https://www.amazon.com/s?k=fish+composition+notebook&page=1
daily handwriting practice cursive,3259,0.0,0,Low,https://www.amazon.com/s?k=daily+handwriting+practice+cursive&page=1,1000,https://www.amazon.com/s?k=daily+handwriting+practice+cursive&page=1
expense tracker notebook with receipt pockets,3264,0.0,0.00,Low,https://www.amazon.com/s?k=expense+tracker+notebook+with+receipt+pockets&page=1,341,https://www.amazon.com/s?k=expense+tracker+notebook+with+receipt+pockets&page=1
color activity book for kids ages 4-8,3257,0.0,0.00,Low,https://www.amazon.com/s?k=color+activity+book+for+kids+ages+4-8&page=1,10000,https://www.amazon.com/s?k=color+activity+book+for+kids+ages+4-8&page=1
dino composition notebook,3249,0.0,0.00,Low,https://www.amazon.com/s?k=dino+composition+notebook&page=1,259,https://www.amazon.com/s?k=dino+composition+notebook&page=1
hangul writing practice notebook,3255,0.0,0,Low,https://www.amazon.com/s?k=hangul+writing+practice+notebook&page=1,3000,https://www.amazon.com/s?k=hangul+writing+practice+notebook&page=1
pink gratitude journal for women,3261,0.0,0.00,Low,https://www.amazon.com/s?k=pink+gratitude+journal+for+women&page=1,10000,https://www.amazon.com/s?k=pink+gratitude+journal+for+women&page=1
dot makers activity book for kids,3263,0.0,0.00,Low,https://www.amazon.com/s?k=dot+makers+activity+book+for+kids&page=1,1000,https://www.amazon.com/s?k=dot+makers+activity+book+for+kids&page=1
metal journal stencils for bullet journaling,3262,0.0,0.00,Low,https://www.amazon.com/s?k=metal+journal+stencils+for+bullet+journaling&page=1,380,https://www.amazon.com/s?k=metal+journal+stencils+for+bullet+journaling&page=1
color activity for kids ages 4-8,3255,0.0,0.00,Low,https://www.amazon.com/s?k=color+activity+for+kids+ages+4-8&page=1,10000,https://www.amazon.com/s?k=color+activity+for+kids+ages+4-8&page=1
5x8 notebook with pockets,3248,0.0,0.00,Low,https://www.amazon.com/s?k=5x8+notebook+with+pockets&page=1,2000,https://www.amazon.com/s?k=5x8+notebook+with+pockets&page=1
rose composition notebooks,3264,0.0,0.00,Low,https://www.amazon.com/s?k=rose+composition+notebooks&page=1,1000,https://www.amazon.com/s?k=rose+composition+notebooks&page=1
moleskine pocket notebook,3246,0.0,0.00,Low,https://www.amazon.com/s?k=moleskine+pocket+notebook&page=1,660,https://www.amazon.com/s?k=moleskine+pocket+notebook&page=1
calming activity for kids,3247,0.0,0.00,Low,https://www.amazon.com/s?k=calming+activity+for+kids&page=1,7000,https://www.amazon.com/s?k=calming+activity+for+kids&page=1
for my child a mothers keepsake journal,3256,0.0,0.00,Low,https://www.amazon.com/s?k=for+my+child+a+mothers+keepsake+journal&page=1,422,https://www.amazon.com/s?k=for+my+child+a+mothers+keepsake+journal&page=1
easy autumn coloring book coloring book cafe,3255,0.0,0.00,Low,https://www.amazon.com/s?k=easy+autumn+coloring+book+coloring+book+cafe&page=1,306,https://www.amazon.com/s?k=easy+autumn+coloring+book+coloring+book+cafe&page=1
nice composition notebook,3250,0.0,0.00,Low,https://www.amazon.com/s?k=nice+composition+notebook&page=1,1000,https://www.amazon.com/s?k=nice+composition+notebook&page=1
color happy coloring book,3244,50.0,0.98,High,https://www.amazon.com/s?k=color+happy+coloring+book&page=1,40000,https://www.amazon.com/s?k=color+happy+coloring+book&page=1
rose composition notebook,3245,0.0,0.00,Low,https://www.amazon.com/s?k=rose+composition+notebook&page=1,1000,https://www.amazon.com/s?k=rose+composition+notebook&page=1
goth composition notebook,3243,0.0,0.00,Low,https://www.amazon.com/s?k=goth+composition+notebook&page=1,472,https://www.amazon.com/s?k=goth+composition+notebook&page=1
