Name,Short Description,Description,Regular Price,Sale Price,Categories,Images
Table Top / Office Desk Plants For Removing Indoor Toxins,"<div class=""product-short-description""> <div id=""legal_div"">
<p>(MRP Inclusive of all taxes)</p>
<ul>
<li>Shipping ₹ 79 for entire order</li>
<li>Dispatch in 7 days</li>
<li>Country of origin: India</li>
</ul>
</div> </div>",<li>These air-purifying indoor plants absorb many harmful pollutants and particles</li><li>These plants will purify the air and reduces pollution</li>,₹ 777,₹ 699,Indoor Plants,"https://nurserylive.com/cdn/shop/products/nurserylive-table-top-office-desk-plants-for-removing-indoor-toxins_927a7e0c-78de-4f19-8024-e332ec51a044_600x600.jpg?v=1634230489, https://nurserylive.com/cdn/shop/products/nurserylive-table-top-office-desk-plants-for-removing-indoor-toxins_600x600.jpg?v=1634230486, https://nurserylive.com/cdn/shop/products/nurserylive-table-top-office-desk-plants-for-removing-indoor-toxins-2-393727_525x700.jpg?v=1679751753, "
Top 5 No Fail Plants,"<div class=""product-short-description""> <div id=""legal_div"">
<p>(MRP Inclusive of all taxes)</p>
<ul>
<li>Shipping ₹ 79 for entire order</li>
<li>Dispatch in 7 days</li>
<li>Country of origin: India</li>
</ul>
</div> </div>",<li>Watering as little as every two to three weeks.</li><li>These plants loves being potbound and thrives on being ignored.</li><li>The are perfect plants for two-week vacatione </li><li>These plants are drought-tolerant and very easy to care.</li>,"₹ 2,082","₹ 1,559",Indoor Plants,"https://nurserylive.com/cdn/shop/products/nurserylive-g-top-5-no-fail-plants_600x600.jpg?v=1634230359, https://nurserylive.com/cdn/shop/products/nurserylive-top-5-no-fail-plants-1_525x700.jpg?v=1634230357, https://nurserylive.com/cdn/shop/products/nurserylive-top-5-no-fail-plants-2_525x700.jpg?v=1634230355, "
Air purifier plants packs,"<div class=""product-short-description""> <div id=""legal_div"">
<p>(MRP Inclusive of all taxes)</p>
<ul>
<li>Shipping ₹ 79 for entire order</li>
<li>Dispatch in 7 days</li>
<li>Country of origin: India</li>
</ul>
</div> </div>","<li>This pack contains plant packs which will increase the beauty as well as cleanse the air of your home.</li><li>These plants are easy to care for.</li><li>These plants will increase the aesthetic look of your house with their beautiful look.</li><li><span>Popular house plant with attractive foliage.</span></li><li>You get air purifier plantsandpots in a single pack.</li><li>Plants in these packs are easy to care for.</li><li>Plants in this pack are known for their air-purifying ability.</li><li>The plants in these packs are best for your loved and dear ones.</li><li>Plants in these packs are also known to reduce stress, anxiety, improve mood and concentration at work when placed around you.</li>",₹ 399,₹ 359,Indoor Plants,"https://nurserylive.com/cdn/shop/products/nurserylive-g-top-2-winter-air-purifiers_7d9208d6-bc82-4091-a1f7-1b2a02b573b7-808666_600x600.jpg?v=1679749034, https://nurserylive.com/cdn/shop/products/nurserylive-g-top-3-air-purifier-plants-pack_600x600.jpg?v=1661581394, https://nurserylive.com/cdn/shop/products/nurserylive-g-best-3-indoor-pollution-killer-plants-pack_600x600.jpg?v=1661581394, https://nurserylive.com/cdn/shop/products/nurserylive-g-top-3-marvelous-air-purifier-plants-for-bedroom_600x600.jpg?v=1661581394, https://nurserylive.com/cdn/shop/products/nurserylive-g-3-best-plants-indoor-to-beat-the-air-pollution_8d31e9cf-55b8-4384-adef-5cf2706ad6b4-105063_600x600.jpg?v=1679749034, https://nurserylive.com/cdn/shop/products/nurserylive-g-top-3-indoor-air-purifying-flowering-plants_600x600.jpg?v=1661583017, https://nurserylive.com/cdn/shop/products/nurserylive-g-air-purifying-indoor-plants-for-office-desk_600x600.jpg?v=1661583017, https://nurserylive.com/cdn/shop/products/nurserylive-g-winter-special-top-4-air-purifier-plants-pack_600x600.jpg?v=1661583017, https://nurserylive.com/cdn/shop/products/nurserylive-g-top-5-oxygen-bomb-plants-pack_600x600.jpg?v=1661583017, https://nurserylive.com/cdn/shop/products/nurserylive-g-top-5-pollution-killer-plants-pack_600x600.jpg?v=1661583017, https://nurserylive.com/cdn/shop/products/nurserylive-g-top-5-air-purifier-and-oxygen-enriching-plant-pack_600x600.jpg?v=1661583017, https://nurserylive.com/cdn/shop/products/nurserylive-g-top-5-indoor-garden-plants-to-remove-air-toxins_600x600.jpg?v=1661583017, "
4 Money plants in hanging baskets,"<div class=""product-short-description""> <div id=""legal_div"">
<p>(MRP Inclusive of all taxes)</p>
<ul>
<li>Shipping ₹ 79 for entire order</li>
<li>Dispatch in 7 days</li>
<li>Country of origin: India</li>
</ul>
</div> </div>",<li>You get four different money plants in a single pack with hanging baskets</li><li>You can grow plants in this pack near window or in balcony</li><li>Plants in this pack are easy to maintain</li>,"₹ 1,916","₹ 1,499",Indoor Plants,"https://nurserylive.com/cdn/shop/products/nurserylive-combo-packs-plants-4-money-plants-in-hanging-baskets-16969034170508_600x600.jpg?v=1634208336, "
"Aglaonema snow white, Aglaonema snowflake - Plant","<div class=""product-short-description""> <div id=""legal_div"">
<p>(MRP Inclusive of all taxes)</p>
<ul>
<li>Shipping ₹ 79 for entire order</li>
<li>Dispatch in 7 days</li>
<li>Country of origin: India</li>
</ul>
</div> </div>","<li>NASA recommended air purifier plant.</li><li>Popular low maintenance plant.</li><li>Plant for AC rooms, office desk, etc.</li><li>Best indoor plant with colored attractive leaves.</li><li>Keep the plant indoor with bright indirect natural light or bright artifical light.</li><li>Protect the plant from direct sunlight as it can cause damage to the foliage.</li><li>The soil should be well drained and fertile for growing aglaonema plant.</li><li>Water the plant when the topsoil (1-2 inch) in pot feels dry to touch.</li><li>Do not overwater the plant.</li><li>Water thoroughly in the summer and reduce watering in winter and rainy season but do not let the plant dry out completely.</li><li>During the main growing season feed the plant with organic fertilizer once a month.</li><li>Loosen the topsoil without disturbing the roots of the plant so it can uptake the nutrients and moisture easily.</li><li>When a plant outgrows in current pot, re-pot with fresh potting soil and some fertilizer.</li><li>Do the re-potting late evening and keep the plant in shady area for 2 to 3 days and then move the plant in its suitable climatic condition.</li><li>Remove dead, infected or damaged plant parts and discard them away from the plants.</li><li>For any insect attack or disease, you can use Neem oil, Eucalyptus oil or Citrus oil spray for primary treatment.</li><li>Do not place your plant in bright direct sunlight it can burn the leaves of plant.</li><li>keep away from the AC Vents.</li><li>Do not overwater the plant especially when pot does not have drainage holes.</li><li>Check the moisture in the soil before watering it. </li><li>Poke your finger into the soil, if dry then apply water.</li><li>Keep the plant in indirect light.</li><li>Do not re-pot immediately after receiving it.</li><li>This plant is used for landscaping gardening because of its beautiful variegated leaves</li>",₹ 487,₹ 399,Indoor Plants,"https://nurserylive.com/cdn/shop/products/nurserylive-plants-aglaonema-snow-white-aglaonema-snowflake-plant-16968576729228_400x400.jpg?v=1634212519, https://nurserylive.com/cdn/shop/products/nurserylive-plants-aglaonema-snow-white-aglaonema-snowflake-plant-16968576761996_400x400.jpg?v=1634212491, "
Nephrolepis Exaltata Teddy Junior (Green) - Plant,"<div class=""product-short-description""> <div id=""legal_div"">
<p>(MRP Inclusive of all taxes)</p>
<ul>
<li>Shipping ₹ 79 for entire order</li>
<li>Dispatch in 7 days</li>
<li>Country of origin: India</li>
</ul>
</div> </div>","<li>Easy to grow.</li><li>Suitable both for pot and anging basket</li><li>Classy plant for interior look.</li><li>Keep the plant in indirect bright sunlight or partial sunlight area.</li><li>The ferns survives in the outer as well as in the indoor condition, just protect from the harsh sunlight.</li><li>Use nutrient rich, well drained, well aereted, and porous potting mix. </li><li>Water a plant when the topsoil in pot (5 to 8 cm) feels dry to touch.</li><li> Water thoroughly in the summer and reduce watering for the winter &amp; rainy season.</li><li>Try to water the plants in the morning around 8-10 am.</li><li>Apply fertilize a plant mostly in the spring and early monsoon season.</li><li>Loosen the topsoil without disturbing the roots to the plant can easily uptake the nutrients and moisture. </li><li>When a plant outgrows in current pot, re-pot with fresh potting soil and some fertilizer.</li><li>Do the re-potting late evening and keep the plant in shady area for 2 to 3 days then move the plant to its required light condition.</li><li>Remove dead, infected or damaged plant parts.</li><li>For any insect attack or disease, you can use Neem oil, Eucalyptus oil or Citrus oil spray for primary treatment.</li><li>Allow your plants to settle to your location first after receiving it.</li><li>Do not overwater them suddenly.</li><li>Check the moisture in the soil. If it is too dry then apply water gently.</li><li>Keep the plant in indirect bright light. Gradually move it to more bright location.</li><li>Do not re-pot immediately after receiving it.</li><li>Nephrolepis exaltata is a very popular house plant, often grown in hanging baskets</li>",₹ 316,₹ 259,Indoor Plants,"https://nurserylive.com/cdn/shop/products/nurserylive-plants-nephrolepis-exaltata-teddy-junior-green-plant-16969044885644_600x600.jpg?v=1634224874, https://nurserylive.com/cdn/shop/products/nurserylive-plants-nephrolepis-exaltata-teddy-junior-green-plant-16969044820108_600x600.jpg?v=1634224872, https://nurserylive.com/cdn/shop/products/nurserylive-plants-nephrolepis-exaltata-teddy-junior-green-plant-16969044852876_600x600.jpg?v=1634224870, "
Set of 6 Plants for Healthy and Refreshing Day,"<div class=""product-short-description""> <div id=""legal_div"">
<p>(MRP Inclusive of all taxes)</p>
<ul>
<li>Shipping ₹ 79 for entire order</li>
<li>Dispatch in 7 days</li>
<li>Country of origin: India</li>
</ul>
</div> </div>","<li>You get 6 plant and colorful pots in a single pack.</li><li>Plants in this pack are known for ability to purify air and make the surroundings less toxic and more healthy.</li><li>Plants in this pack are easy to care and require low maintenance.<h3>Combo constituents</h3>
<table class=""crm_product_attr_table"" border=""1""><tbody>
<tr>
<th>SrNo</th>
<th>Item name</th>
<th>Qty</th>
</tr>
<tr>
<td>1</td>
<td>Super Marble Pebbles (White, Small, Polished) - 50 g</td>
<td>3</td>
</tr>
<tr>
<td>2</td>
<td>Peperomia obtusifolia - Plant</td>
<td>1</td>
</tr>
<tr>
<td></td>
<td style=""padding-left:"">4 inch (10 cm) Nursery Pot as Inner</td>
<td>1</td>
</tr>
<tr>
<td></td>
<td style=""padding-left:"">4.5 inch (11 cm) Ronda No. 1110 Round Plastic Planter (Turquoise)</td>
<td>1</td>
</tr>
<tr>
<td>3</td>
<td>Money Plant Golden, Scindapsus Golden - Plant</td>
<td>1</td>
</tr>
<tr>
<td></td>
<td style=""padding-left:"">4 inch (10 cm) Nursery Pot as Inner</td>
<td>1</td>
</tr>
<tr>
<td></td>
<td style=""padding-left:"">4.5 inch (11 cm) Ronda No. 1110 Round Plastic Planter (Yellow)</td>
<td>1</td>
</tr>
<tr>
<td>4</td>
<td>Money plant marble prince, Scindapsus n joy - Plant</td>
<td>1</td>
</tr>
<tr>
<td></td>
<td style=""padding-left:"">4 inch (10 cm) Nursery Pot as Inner</td>
<td>1</td>
</tr>
<tr>
<td></td>
<td style=""padding-left:"">4.5 inch (11 cm) Ronda No. 1110 Round Plastic Planter (Black)</td>
<td>1</td>
</tr>
<tr>
<td>5</td>
<td>Syngonium Cream allusion, Syngonium Cream (Pink veins) - Plant</td>
<td>1</td>
</tr>
<tr>
<td></td>
<td style=""padding-left:"">4 inch (10 cm) Nursery Pot as Inner</td>
<td>1</td>
</tr>
<tr>
<td></td>
<td style=""padding-left:"">4.5 inch (11 cm) Ronda No. 1110 Round Plastic Planter (Pastel Pink)</td>
<td>1</td>
</tr>
<tr>
<td>6</td>
<td>Zamioculcas zamiifolia, ZZ Plant - Plant</td>
<td>1</td>
</tr>
<tr>
<td></td>
<td style=""padding-left:"">4 inch (10 cm) Grower Round Plastic Pot (Black)</td>
<td>1</td>
</tr>
<tr>
<td></td>
<td style=""padding-left:"">4.5 inch (11 cm) Ronda No. 1110 Round Plastic Planter (White)</td>
<td>1</td>
</tr>
<tr>
<td>7</td>
<td>Peace Lily, Spathiphyllum - Plant</td>
<td>1</td>
</tr>
<tr>
<td></td>
<td style=""padding-left:"">4.5 inch (11 cm) Ronda No. 1110 Round Plastic Planter (Red)</td>
<td>1</td>
</tr>
<tr>
<td></td>
<td style=""padding-left:"">4 inch (10 cm) Grower Round Plastic Pot (Black)</td>
<td>1</td>
</tr>
</tbody></table>
<h3>Special Feature</h3>
<p>This pack contains the plants that are known for their air purifying activity. Incorporating plants around you is a best choice to live in a clean toxin free environment.<br><br>Studies have suggested that keeping plants around you can helps to boost morale, productivity, concentration and creativity.Green plants are known for reducing stress and anxiety, which means more enthusiastic and refreshed you.</p>
</li>","₹ 1,561","₹ 1,259",Indoor Plants,"https://nurserylive.com/cdn/shop/products/nurserylive-combo-packs-plants-set-of-6-plants-for-healthy-and-refreshing-day-16969319547020_700x700.jpg?v=1634228762, https://nurserylive.com/cdn/shop/products/nurserylive-set-of-6-plants-for-healthy-and-refreshing-day-2-403538_525x700.jpg?v=1679751729, "
Aglaonema Pink Dalmatian - Plant,"<div class=""product-short-description""> <div id=""legal_div"">
<p>(MRP Inclusive of all taxes)</p>
<ul>
<li>Shipping ₹ 79 for entire order</li>
<li>Dispatch in 7 days</li>
<li>Country of origin: India</li>
</ul>
</div> </div>","<li>NASA recommended air purifier plant.</li><li>Popular low maintenance plant.</li><li>Plant for AC rooms, office desk, etc.</li><li>Best indoor plant with colored attractive leaves.</li><li>Keep the plant indoor with bright indirect natural light or bright artifical light.</li><li>Protect the plant from direct sunlight as it can cause damage to the foliage.</li><li>The soil should be well drained and fertile for growing aglaonema plant.</li><li>Water the plant when the topsoil (1-2 inch) in pot feels dry to touch.</li><li>Do not overwater the plant.</li><li>Water thoroughly in the summer and reduce watering in winter and rainy season but do not let the plant dry out completely.</li><li>During the main growing season feed the plant with organic fertilizer once a month.</li><li>Loosen the topsoil without disturbing the roots of the plant so it can uptake the nutrients and moisture easily.</li><li>When a plant outgrows in current pot, re-pot with fresh potting soil and some fertilizer.</li><li>Do the re-potting late evening and keep the plant in shady area for 2 to 3 days and then move the plant in its suitable climatic condition.</li><li>Remove dead, infected or damaged plant parts and discard them away from the plants.</li><li>For any insect attack or disease, you can use Neem oil, Eucalyptus oil or Citrus oil spray for primary treatment.</li><li>Do not place your plant in bright direct sunlight it can burn the leaves of plant.</li><li>keep away from the AC Vents.</li><li>Do not overwater the plant especially when pot does not have drainage holes.</li><li>Check the moisture in the soil before watering it. </li><li>Poke your finger into the soil, if dry then apply water.</li><li>Keep the plant in indirect light.</li><li>Do not re-pot immediately after receiving it.</li><li>This plant is used for landscaping gardening because of its beautiful variegated leaves</li>",₹ 766,₹ 659,Indoor Plants,"https://nurserylive.com/cdn/shop/products/nurserylive-g-AglaonemaPinkDalmatian-Plant-230694_600x600.jpg?v=1679749018, https://nurserylive.com/cdn/shop/products/nurserylive-plant-acalypha-wilkesiana-copperleaf-plant-in-5-inch-13-cm-grower-round-plastic-black-pot-1-944493_525x700.jpg?v=1679749018, https://nurserylive.com/cdn/shop/products/nurserylive-aglaonema-pink-dalmatian-plant-2-587871_525x700.jpg?v=1679749018, https://nurserylive.com/cdn/shop/products/nurserylive-aglaonema-pink-dalmatian-plant-3-858197_525x700.jpg?v=1679749018, https://nurserylive.com/cdn/shop/products/nurserylive-aglaonema-pink-dalmatian-plant-4-492065_525x700.jpg?v=1679749018, "
Top 3 Hanging Basket Plants,"<div class=""product-short-description""> <div id=""legal_div"">
<p>(MRP Inclusive of all taxes)</p>
<ul>
<li>Shipping ₹ 79 for entire order</li>
<li>Dispatch in 7 days</li>
<li>Country of origin: India</li>
</ul>
</div> </div>",<li>A perfect pack to pour some extra greenery to your garden</li><li>All the plants require low maintenance</li><li>Plants comes with hanging basket</li>,"₹ 1,417","₹ 1,259",Indoor Plants,"https://nurserylive.com/cdn/shop/products/nurserylive-g-top-3-hanging-basket-plants_600x600.jpg?v=1634230128, https://nurserylive.com/cdn/shop/products/nurserylive-top-3-hanging-basket-plants-1_525x700.jpg?v=1634230126, https://nurserylive.com/cdn/shop/products/nurserylive-top-3-hanging-basket-plants-2_525x700.jpg?v=1634230124, "
"Nephrolepis exaltata aurea, Golden Fern, Pivla Fern - Plant","<div class=""product-short-description""> <div id=""legal_div"">
<p>(MRP Inclusive of all taxes)</p>
<ul>
<li>Shipping ₹ 79 for entire order</li>
<li>Dispatch in 7 days</li>
<li>Country of origin: India</li>
</ul>
</div> </div>","<li>Nephrolepis exaltata is one of the easiest of the ferns to grow indoo These ferns need pliantly of space to develop their long fronds.</li><li> Rotate the plant from time to time to ensure symmetrical growth, but as far as possible leave it undisturbed.</li><li>In some of the extremely feathery forms of Nephrolepis exaltata Bostoniensis some of the fronds of the plant occasionally revers to the original species.</li><li> Cut out any long, insufficiently segmented fronds as soon as they appear.</li><li> If permitted to survive, they will take over the plant.</li><li> They need the high level of humidity provided by regular misting and trays of moist pebbles placed under their pots. Use trepid soft water if possible.</li><li> Once a week, apply a gentle shower with trepid soft water.<h3>Nephrolepis exaltata aurea care</h3>
<p>They make good houseplants, but require bright, filtered light and humid air.<br><br>Propagate from runners between late winter and early spring. Of the commonly cultivated ferns, the Boston fern is the most tolerant to drought. The fern thrives best in humid conditions, so when grown as a houseplant it becomes necessary to mist the plant when relative humidity falls below around 80%. </p>
<table class=""crm_product_attr_table"" border=""1"">
<tbody><tr>
<td>Sunlight </td>
<td>Full to Partial Sunlight</td>
</tr>
<tr>
<td>Watering </td>
<td>Moderately</td>
</tr>
<tr>
<td>Soil </td>
<td>Well-draining soils which kept moist and humus-rich</td>
</tr>
<tr>
<td>Temperature </td>
<td>20 to 35 degree C</td>
</tr>
<tr>
<td>Fertilizer </td>
<td>Liquid fertilizer on a monthly basis during growth.</td>
</tr>
</tbody></table>
<h3>Nephrolepis exaltata aurea special feature</h3>
<p>Attractive foliage</p>
<h3>Nephrolepis exaltata aurea uses</h3>
<div>
<p><b>Ornamental Use:</b></p>
<ul><li>It is used for an ornamental plant</li></ul>
</div>
</li><li>It is used for an ornamental plant</li>",₹ 301,₹ 259,Indoor Plants,"https://nurserylive.com/cdn/shop/products/nurserylive-g-plants-nephrolepis-exaltata-aurea-golden-fern-pivla-fern-plant_600x600.jpg?v=1635586213, https://nurserylive.com/cdn/shop/products/nurserylive-nephrolepis-exaltata-aurea-golden-fern-pivla-fern-plant-1-323039_525x700.jpg?v=1679750688, https://nurserylive.com/cdn/shop/products/nurserylive-nephrolepis-exaltata-aurea-golden-fern-pivla-fern-plant-2-590978_525x700.jpg?v=1679750688, https://nurserylive.com/cdn/shop/products/nurserylive-nephrolepis-exaltata-aurea-golden-fern-pivla-fern-plant-3-208720_525x700.jpg?v=1679750688, https://nurserylive.com/cdn/shop/products/nurserylive-nephrolepis-exaltata-aurea-golden-fern-pivla-fern-plant-4-650097_525x700.jpg?v=1679750688, "
Aralia Miniature White - Plant,"<div class=""product-short-description""> <div id=""legal_div"">
<p>(MRP Inclusive of all taxes)</p>
<ul>
<li>Shipping ₹ 79 for entire order</li>
<li>Dispatch in 7 days</li>
<li>Country of origin: India</li>
</ul>
</div> </div>","<li>Adequate watering is of course, essential, but over-watering is above all the greatest cause of the demise of virtually all Aralias.</li><li>It is generally thought that plants will thrive when kept on the dry side. </li><li>False aralia does not like to be moved. A sudden change in location causes the leaves to drop off. </li><li>Trimming the tips of an Aralia Plant helps promote new growth. </li><li>Handpick as many of the mealybugs from the plant as possible. </li><li>Treat the areas near the base of the leaves with a cotton swab dipped in alcohol every five days, especially where you see the cottony masses of insects. </li><li>Insecticidal soap is helpful when mealybugs are in the crawling stage before they attach to the foliage and assume their cottony appearance.</li><li>Fertilize every two weeks with liquid houseplant fertilizer in spring and summer and monthly in fall and winter.<h3>Aralia Miniature White care</h3>
<p>Aralia plants can propagate by stem cuttings. Propagating aralia plants is more successful when temperatures are above 21 degrees C. Take softwood, or green-tip, cuttings from an aralia plant in the summer, using the top 10 inches of the plant. Strip the majority of the leaves from the bottom of the stems, then place them upright into a pot of moist, sandy soil.<br> The stems will begin to root after a few days. When the plant gets larger, transfer it to a new pot or your garden.</p>
<table class=""crm_product_attr_table"" border=""1"">
<tbody><tr>
<td>Sunlight </td>
<td>Bright indirect light.</td>
</tr>
<tr>
<td>Watering </td>
<td>Medium</td>
</tr>
<tr>
<td>Soil </td>
<td>Well drained and fertile soil. </td>
</tr>
<tr>
<td>Temperature </td>
<td>20 to 30 degrees C</td>
</tr>
<tr>
<td>Fertilizer </td>
<td>Apply any organic fertilizer. </td>
</tr>
</tbody></table>
<h3>Aralia Miniature White special feature</h3>
<p>Aralia varieties are ideal for adding softness and texture to indoor spaces. </p>
<h3>Aralia Miniature White uses</h3>
<div>
<p><b>Ornamental Use:</b></p>
<ul><li>Used as a pot plant for indoor and outdoor decoration</li></ul>
</div>
</li><li>Used as a pot plant for indoor and outdoor decoration</li>",₹ 291,₹ 259,Indoor Plants,"https://nurserylive.com/cdn/shop/products/nurserylive-g-plant-aralia-miniature-white-plant-in-5-inch-13-cm-grower-round-plastic-black-pot-with-plate-563812_600x600.jpg?v=1679749050, https://nurserylive.com/cdn/shop/products/nurserylive-plant-aralia-miniature-white-plant-in-5-inch-13-cm-grower-round-plastic-black-pot-with-plate-1-531222_525x700.jpg?v=1679749050, https://nurserylive.com/cdn/shop/products/nurserylive-plant-aralia-miniature-white-plant-in-5-inch-13-cm-grower-round-plastic-black-pot-with-plate-2-946237_525x700.jpg?v=1679749050, https://nurserylive.com/cdn/shop/products/nurserylive-plant-aralia-miniature-white-plant-in-5-inch-13-cm-grower-round-plastic-black-pot-with-plate-3-164351_525x700.jpg?v=1679749050, https://nurserylive.com/cdn/shop/products/nurserylive-plant-aralia-miniature-white-plant-in-5-inch-13-cm-grower-round-plastic-black-pot-with-plate-4-378143_525x700.jpg?v=1679749050, "
"Aglaonema dud anyamanee, Aglaonema anyamanee (Green, Pink) - Plant","<div class=""product-short-description""> <div id=""legal_div"">
<p>(MRP Inclusive of all taxes)</p>
<ul>
<li>Shipping ₹ 79 for entire order</li>
<li>Dispatch in 7 days</li>
<li>Country of origin: India</li>
</ul>
</div> </div>","<li>NASA recommended air purifier plant.</li><li>Popular low maintenance plant.</li><li>Plant for AC rooms, office desk, etc.</li><li>Best indoor plant with colored attractive leaves.</li><li>Keep the plant indoor with bright indirect natural light or bright artifical light.</li><li>Protect the plant from direct sunlight as it can cause damage to the foliage.</li><li>The soil should be well drained and fertile for growing aglaonema plant.</li><li>Water the plant when the topsoil (1-2 inch) in pot feels dry to touch.</li><li>Do not overwater the plant.</li><li>Water thoroughly in the summer and reduce watering in winter and rainy season but do not let the plant dry out completely.</li><li>During the main growing season feed the plant with organic fertilizer once a month.</li><li>Loosen the topsoil without disturbing the roots of the plant so it can uptake the nutrients and moisture easily.</li><li>When a plant outgrows in current pot, re-pot with fresh potting soil and some fertilizer.</li><li>Do the re-potting late evening and keep the plant in shady area for 2 to 3 days and then move the plant in its suitable climatic condition.</li><li>Remove dead, infected or damaged plant parts and discard them away from the plants.</li><li>For any insect attack or disease, you can use Neem oil, Eucalyptus oil or Citrus oil spray for primary treatment.</li><li>Do not place your plant in bright direct sunlight it can burn the leaves of plant.</li><li>keep away from the AC Vents.</li><li>Do not overwater the plant especially when pot does not have drainage holes.</li><li>It is used as the ornamental plant</li>",₹ 689,₹ 599,Indoor Plants,"https://nurserylive.com/cdn/shop/products/nurserylive-g-plants-aglaonema-dud-anyamanee-aglaonema-anyamanee-green-pink-plant-880413_600x600.jpg?v=1679749017, https://nurserylive.com/cdn/shop/products/nurserylive-plants-aglaonema-dud-anyamanee-aglaonema-anyamanee-green-pink-plant-1-366008_525x700.jpg?v=1679749017, https://nurserylive.com/cdn/shop/products/nurserylive-plants-aglaonema-dud-anyamanee-aglaonema-anyamanee-green-pink-plant-2-635642_525x700.jpg?v=1679749017, https://nurserylive.com/cdn/shop/products/nurserylive-plants-aglaonema-dud-anyamanee-aglaonema-anyamanee-green-pink-plant-3-901803_525x700.jpg?v=1679749017, https://nurserylive.com/cdn/shop/products/nurserylive-plants-aglaonema-dud-anyamanee-aglaonema-anyamanee-green-pink-plant-4-738752_525x700.jpg?v=1679749017, "
Haworthia truncata Green Rose - Succulent Plant,"<div class=""product-short-description""> <div id=""legal_div"">
<p>(MRP Inclusive of all taxes)</p>
<ul>
<li>Shipping ₹ 79 for entire order</li>
<li>Dispatch in 7 days</li>
<li>Country of origin: India</li>
</ul>
</div> </div>","<li>Low maintenance plant.</li><li>Best for sunny windows.</li><li>Hardy nature with an attractive look.</li><li>Haworthia truncata Green Rose - Succulent Plant- 1</li><li>3 inch (8 cm) Grower Round Plastic Pot (Black)- 1</li><li>3.3 inch (8 cm) Square Plastic Planter with Rounded Edges (Black)- 1</li><li>Keep the plant in a place that receives bright indirect sunlight.</li><li>Protect the Haworthia plant from harsh sunlight as it can cause damage to the foliage.</li><li>The soil should be well drained and fertile for growing Haworthia plant.</li><li>Water the plant when the topsoil (1-2 inch) in pot feels dry to touch.</li><li>Do not overwater the plant.</li><li>Water thoroughly in the summer and reduce watering in winter and rainy season.</li><li>During the main growing season (April - August) feed the Haworthia plant with organic fertilizer once a month.</li><li>Loosen the topsoil without disturbing the roots of the plant so it can uptake the nutrients and moisture easily.</li><li>When a plant outgrows in current pot, re-pot with fresh potting soil and some fertilizer.</li><li>Do the re-potting late evening and keep the plant in shady area for 2 to 3 days and then move the plant in its suitable climatic condition.</li><li>Remove dead, infected or damaged plant parts and discard them away from the plants.</li><li>For any insect attack or disease, you can use Neem oil, Eucalyptus oil or Citrus oil spray for primary treatment.</li><li>Check the moisture in the soil before watering it.</li><li>Poke your finger into the soil, if dry then apply water.</li><li>Keep the plant in indirect bright light.</li><li>Do not re-pot immediately after receiving it.</li><li>Best for small pots and for rock gardens</li>",₹ 324,₹ 259,Indoor Plants,"https://nurserylive.com/cdn/shop/products/nurserylive-g-haworthia-truncata-green-rose-succulent-plant_600x600.jpg?v=1634221489, https://nurserylive.com/cdn/shop/products/nurserylive-haworthia-truncata-green-rose-succulent-plant-1_525x700.jpg?v=1634221487, https://nurserylive.com/cdn/shop/products/nurserylive-haworthia-truncata-green-rose-succulent-plant-2_525x700.jpg?v=1634221485, https://nurserylive.com/cdn/shop/products/nurserylive-haworthia-truncata-green-rose-succulent-plant-3_525x700.jpg?v=1634221484, https://nurserylive.com/cdn/shop/products/nurserylive-haworthia-truncata-green-rose-succulent-plant-4_525x700.jpg?v=1634221482, "
